#station_id r_mc scin_lg_tot_sig wcd_lg_tot_sig scin_lg_em_sig scin_lg_mu_sig wcd_lg_em_sig wcd_lg_mu_sig
5040 242.834 1564 150733 1453 34 137855 12377
5048 272.168 1019 104792 967 16 93342 10853
5040 242.834 1603 148784 1464 39 133296 15595
5048 272.168 1087 108287 954 27 96071 12058
5040 242.834 1655 161687 1517 34 146450 14412
5048 272.168 1247 122578 1147 44 107819 14211
5040 242.834 1618 165921 1517 22 148671 16511
5048 272.168 1039 109883 958 27 95411 13807
5040 242.834 1209 139557 1132 43 120866 18586
5048 272.168 1029 109876 956 34 92159 17262
5040 242.834 1394 153826 1296 30 138849 14449
5048 272.168 994 101405 856 32 87255 13650
5040 242.834 1095 120391 999 41 105562 14295
5048 272.168 759 84176 703 26 72060 11720
5040 242.834 1275 138281 1178 42 122470 15315
5048 272.168 881 99498 820 42 86279 13049
5040 242.834 1344 123122 1266 44 109501 12897
5048 272.168 889 96222 802 35 81771 14215
5040 242.834 1780 168463 1709 12 158319 9324
5048 272.168 1373 124059 1271 10 115373 7984
5040 242.834 1468 154846 1335 44 140307 14225
5048 272.168 1094 101279 1000 29 90076 10412
5040 242.834 1320 135515 1253 28 123829 11136
5048 272.168 979 95968 860 17 87155 8691
5040 242.834 1523 167228 1436 35 151884 14861
5048 272.168 1096 109980 979 25 97634 12091
5040 242.834 1237 130126 1167 33 116693 13340
5048 272.168 901 93882 826 31 81414 12094
5040 242.834 1499 159890 1338 61 140298 19142
5048 272.168 1079 101731 947 30 87480 13749
5040 242.834 1286 135249 1204 63 120650 14468
5048 272.168 918 100739 824 43 88290 12290
5040 242.834 1644 156402 1450 44 138306 17779
5048 272.168 1132 108038 971 43 91988 15955
5040 242.834 1748 166389 1602 47 148916 16989
5048 272.168 1122 120806 1040 33 107252 13056
5040 242.834 1713 172570 1609 56 154051 18188
5048 272.168 1032 113755 990 30 97762 15621
5040 242.834 1380 145007 1342 26 131986 12267
5048 272.168 904 96346 833 29 82965 13275
5040 242.834 1402 136061 1290 43 117266 18621
5048 272.168 837 102781 724 33 91016 11298
5040 242.834 1381 128589 1268 42 117303 10839
5048 272.168 1009 99422 939 21 88455 10339
5040 242.834 1360 150321 1365 19 137311 12377
5048 272.168 1017 104690 947 29 93769 10310
5040 242.834 1661 166322 1531 60 150981 15438
5048 272.168 1076 115395 993 33 101982 12731
5040 242.834 1640 165708 1580 45 146675 19022
5048 272.168 1143 110668 991 51 95130 14886
5040 242.834 1246 142454 1151 38 126575 15020
5048 272.168 923 101916 843 54 84330 17071
5040 242.834 1702 166075 1620 44 152376 13147
5048 272.168 1062 110368 919 16 98348 11293
5040 242.834 1421 141358 1312 34 126120 14894
5048 272.168 1024 102125 875 55 87810 13744
5040 242.834 1411 146914 1333 45 128322 18094
5048 272.168 1195 110344 1100 32 94788 15361
5048 272.168 914 99968 817 45 84976 14999
5040 242.834 1314 147269 1202 64 128445 18405
5040 242.834 1347 122582 1225 41 109704 12791
5048 272.168 854 92348 768 31 82769 9302
5040 242.834 1337 134730 1289 33 118795 16164
5048 272.168 862 95355 798 26 79877 14953
5040 242.834 1255 132273 1065 26 116459 15502
5048 272.168 981 97694 842 54 83082 14231
5040 242.834 1348 130737 1225 42 119191 11144
5048 272.168 880 91205 847 14 79944 10618
5040 242.834 1203 133427 1089 34 118259 14496
5048 272.168 772 91918 668 11 79699 11856
5040 242.834 1203 127625 1150 16 116908 10217
5048 272.168 841 88925 819 6 79949 8544
5040 242.834 1570 156892 1461 33 141130 15261
5048 272.168 1041 111305 917 25 99346 12088
5040 242.834 1196 139676 1047 67 121831 17691
5048 272.168 797 90956 736 37 76216 14153
5040 242.834 1635 163992 1528 26 152090 11282
5048 272.168 1238 109147 1121 13 99593 9082
